t,px,py,pz,vx,vy,vz,bax,bay,baz,wx,wy,wz,sigma_px,sigma_py,sigma_pz,sigma_vx,sigma_vy,sigma_vz,sigma_bax,sigma_bay,sigma_baz,sigma_wx,sigma_wy,sigma_wz,gps_used,gps_rejected,innovation_pos_norm,innovation_vel_norm
8.4,99.3643759663103,-77.4710933250281,-297.971687463756,12.9940741283212,-12.8489874338061,-41.674690890687,0,0,0,0,0,0,46.9219644583167,46.9219644583167,46.9219644583167,6.62332595785532,6.62332595785532,6.62332595785532,0.507521428119057,0.507521428119057,0.507521428119057,3.05561777714425,3.05561777714425,3.05561777714425,0,0,NaN,NaN
8.42,99.625291214637,-77.7271988094522,-298.806918081278,13.0974507043537,-12.7615610086071,-41.8483708614597,0,0,0,0,0,0,47.0452323624342,47.0452323624342,47.0452323624342,6.62995647641824,6.62995647641824,6.62995647641824,0.50753916105066,0.50753916105066,0.50753916105066,3.05574868076548,3.05574868076548,3.05574868076548,0,0,NaN,NaN
8.44,99.8877830873716,-77.9820995580183,-299.645769781888,13.1517365691048,-12.7285138480061,-42.0367991995257,0,0,0,0,0,0,47.168626787849,47.168626787849,47.168626787849,6.63659589578876,6.63659589578876,6.63659589578876,0.507556893362712,0.507556893362712,0.507556893362712,3.05587957877924,3.05587957877924,3.05587957877924,0,0,NaN,NaN
8.46,100.151140794138,-78.2358896415214,-300.488416480274,13.1840341075239,-12.6504945022992,-42.2278706391334,0,0,0,0,0,0,47.2921478511397,47.2921478511397,47.2921478511397,6.64324419036363,6.64324419036363,6.64324419036363,0.50757462505528,0.50757462505528,0.50757462505528,3.05601047118624,3.05601047118624,3.05601047118624,0,0,NaN,NaN
8.48,100.415054839887,-78.4881842742815,-301.335043439605,13.2073704673443,-12.5789687737151,-42.4348252938902,0,0,0,0,0,0,47.4157956692639,47.4157956692639,47.4157956692639,6.64990133460641,6.64990133460641,6.64990133460641,0.507592356128427,0.507592356128427,0.507592356128427,3.05614135798722,3.05614135798722,3.05614135798722,0,0,NaN,NaN
8.5,100.679203866999,-78.7397880474874,-302.185704203831,13.2075322438607,-12.5814085468744,-42.6312511287053,0,0,0,0,0,0,47.5395703595503,47.5395703595503,47.5395703595503,6.65656730304743,6.65656730304743,6.65656730304743,0.507610086582219,0.507610086582219,0.507610086582219,3.05627223918288,3.05627223918288,3.05627223918288,0,0,NaN,NaN
8.52,100.943771396221,-78.9906702861104,-303.040434334726,13.249220678381,-12.5068153154226,-42.8417619608255,0,0,0,0,0,0,47.6634720396911,47.6634720396911,47.6634720396911,6.66324207028382,6.66324207028382,6.66324207028382,0.507627816416721,0.507627816416721,0.507627816416721,3.05640311477396,3.05640311477396,3.05640311477396,0,0,NaN,NaN
8.54,101.208582177386,-79.2406923328317,-303.8991907856,13.2318574381088,-12.4953893567095,-43.0338831266277,0,0,0,0,0,0,47.7875008277339,47.7875008277339,47.7875008277339,6.66992561097949,6.66992561097949,6.66992561097949,0.507645545631997,0.507645545631997,0.507645545631997,3.05653398476116,3.05653398476116,3.05653398476116,0,0,NaN,NaN
8.56,101.473623103281,-79.4901208551072,-304.761754792028,13.2722351514443,-12.4474628708387,-43.2225175161393,0,0,0,0,0,0,47.9116568420747,47.9116568420747,47.9116568420747,6.67661789986518,6.67661789986518,6.67661789986518,0.507663274228112,0.507663274228112,0.507663274228112,3.05666484914522,3.05666484914522,3.05666484914522,0,0,NaN,NaN
8.58,101.738857692767,-79.7395891804603,-305.62804957083,13.2512237971298,-12.4993696644716,-43.406960364041,0,0,0,0,0,0,48.0359402014501,48.0359402014501,48.0359402014501,6.6833189117384,6.6833189117384,6.6833189117384,0.507681002205132,0.507681002205132,0.507681002205132,3.05679570792684,3.05679570792684,3.05679570792684,0,0,NaN,NaN
8.6,102.003739015859,-79.9895417762095,-306.498220083037,13.2369085120258,-12.4958899104578,-43.6100908566183,0,0,0,0,0,0,48.1603510249302,48.1603510249302,48.1603510249302,6.69002862146345,6.69002862146345,6.69002862146345,0.507698729563122,0.507698729563122,0.507698729563122,3.05692656110675,3.05692656110675,3.05692656110675,0,0,NaN,NaN
8.62,102.268119200761,-80.239570958649,-307.372385906546,13.2011099782315,-12.5070283334889,-43.8064914943033,0,0,0,0,0,0,48.2848894319109,48.2848894319109,48.2848894319109,6.69674700397142,6.69674700397142,6.69674700397142,0.507716456302145,0.507716456302145,0.507716456302145,3.05705740868567,3.05705740868567,3.05705740868567,0,0,NaN,NaN
8.64,102.532771301562,-80.4894868822114,-308.250139700859,13.2641001018878,-12.4845640227483,-43.9688879369811,0,0,0,0,0,0,48.4095555421073,48.4095555421073,48.4095555421073,6.70347403426016,6.70347403426016,6.70347403426016,0.507734182422267,0.507734182422267,0.507734182422267,3.05718825066432,3.05718825066432,3.05718825066432,0,0,NaN,NaN
8.66,102.798777606375,-80.7387344316788,-309.131363915329,13.3365303793634,-12.440190923988,-44.1535335100372,0,0,0,0,0,0,48.5343494755463,48.5343494755463,48.5343494755463,6.71020968739429,6.71020968739429,6.71020968739429,0.507751907923553,0.507751907923553,0.507751907923553,3.05731908704341,3.05731908704341,3.05731908704341,0,0,NaN,NaN
8.68,103.065864682795,-80.9872517802527,-310.01630696724,13.3721772625958,-12.4115439334088,-44.3407716810863,0,0,0,0,0,0,48.6592713525596,48.6592713525596,48.6592713525596,6.71695393850517,6.71695393850517,6.71695393850517,0.507769632806067,0.507769632806067,0.507769632806067,3.05744991782367,3.05744991782367,3.05744991782367,0,0,NaN,NaN
8.7,103.333240718139,-81.2355145869161,-310.904986656329,13.3654262718599,-12.4147367329243,-44.5271972278205,0,0,0,0,0,0,48.7843212937772,48.7843212937772,48.7843212937772,6.7237067627909,6.7237067627909,6.7237067627909,0.507787357069874,0.507787357069874,0.507787357069874,3.05758074300581,3.05758074300581,3.05758074300581,0,0,NaN,NaN
8.72,103.600447731943,-81.4837543168403,-311.797509832823,13.3552751084795,-12.4092362594977,-44.7251204215465,0,0,0,0,0,0,48.90949942012,48.90949942012,48.90949942012,6.73046813551629,6.73046813551629,6.73046813551629,0.50780508071504,0.50780508071504,0.50780508071504,3.05771156259055,3.05771156259055,3.05771156259055,0,0,NaN,NaN
8.74,103.867516971326,-81.7319297510944,-312.69383690948,13.3516488298744,-12.4083071659172,-44.9075872442183,0,0,0,0,0,0,49.0348058527937,49.0348058527937,49.0348058527937,6.73723803201283,6.73723803201283,6.73723803201283,0.507822803741628,0.507822803741628,0.507822803741628,3.05784237657862,3.05784237657862,3.05784237657862,0,0,NaN,NaN
8.76,104.134784554099,-81.979927913211,-313.593809333661,13.3751094473772,-12.3915090457365,-45.0896551738489,0,0,0,0,0,0,49.1602407132818,49.1602407132818,49.1602407132818,6.7440164276787,6.7440164276787,6.7440164276787,0.507840526149704,0.507840526149704,0.507840526149704,3.05797318497072,3.05797318497072,3.05797318497072,0,0,NaN,NaN
8.78,104.402458830351,-82.2276294004501,-314.497446334177,13.3923181778343,-12.3786396781728,-45.2740448777905,0,0,0,0,0,0,49.2858041233394,49.2858041233394,49.2858041233394,6.7508032979787,6.7508032979787,6.7508032979787,0.507858247939332,0.507858247939332,0.507858247939332,3.05810398776758,3.05810398776758,3.05810398776758,0,0,NaN,NaN
8.8,104.670469140575,-82.4752099558707,-315.404688895545,13.4087128446218,-12.3794158638932,-45.4502112589412,0,0,0,0,0,0,49.4114962049863,49.4114962049863,49.4114962049863,6.75759861844429,6.75759861844429,6.75759861844429,0.507875969110577,0.507875969110577,0.507875969110577,3.05823478496991,3.05823478496991,3.05823478496991,0,0,NaN,NaN
8.82,104.939215866046,-82.7225825771943,-316.315424229959,13.4659597024438,-12.3578462684613,-45.6233221824546,0,0,0,0,0,0,49.5373170805012,49.5373170805012,49.5373170805012,6.76440236467348,6.76440236467348,6.76440236467348,0.507893689663504,0.507893689663504,0.507893689663504,3.05836557657844,3.05836557657844,3.05836557657844,0,0,NaN,NaN
8.84,105.20881943368,-82.9694616939946,-317.229718302678,13.4943970609459,-12.3300654115709,-45.8060850894256,0,0,0,0,0,0,49.663266872415,49.663266872415,49.663266872415,6.77121451233087,6.77121451233087,6.77121451233087,0.507911409598178,0.507911409598178,0.507911409598178,3.05849636259387,3.05849636259387,3.05849636259387,0,0,NaN,NaN
8.86,105.478953169691,-83.2158681951581,-318.147613652309,13.5189765401337,-12.3105847047761,-45.9834498736868,0,0,0,0,0,0,49.7893457035048,49.7893457035048,49.7893457035048,6.77803503714757,6.77803503714757,6.77803503714757,0.507929128914663,0.507929128914663,0.507929128914663,3.05862714301694,3.05862714301694,3.05862714301694,0,0,NaN,NaN
8.88,105.74899800265,-83.462391781347,-319.068847473017,13.4855067557947,-12.3417739141154,-46.1399321971724,0,0,0,0,0,0,49.9155536967879,49.9155536967879,49.9155536967879,6.78486391492122,6.78486391492122,6.78486391492122,0.507946847613023,0.507946847613023,0.507946847613023,3.05875791784835,3.05875791784835,3.05875791784835,0,0,NaN,NaN
8.9,106.018785750236,-83.7091540261211,-319.993292032326,13.493268002856,-12.334450563293,-46.3045237337146,0,0,0,0,0,0,50.0418909755153,50.0418909755153,50.0418909755153,6.79170112151589,6.79170112151589,6.79170112151589,0.507964565693325,0.507964565693325,0.507964565693325,3.05888868708882,3.05888868708882,3.05888868708882,0,0,NaN,NaN
8.92,106.288894984235,-83.9557066358474,-320.921024481655,13.5176553970416,-12.3208104093437,-46.4687211991446,0,0,0,0,0,0,50.1683576631666,50.1683576631666,50.1683576631666,6.79854663286207,6.79854663286207,6.79854663286207,0.507982283155631,0.507982283155631,0.507982283155631,3.05901945073907,3.05901945073907,3.05901945073907,0,0,NaN,NaN
8.94,106.559433173281,-84.2020559032966,-321.851923796545,13.536163507469,-12.3141163355707,-46.6212102898835,0,0,0,0,0,0,50.2949538834431,50.2949538834431,50.2949538834431,6.80540042495665,6.80540042495665,6.80540042495665,0.508000000000008,0.508000000000008,0.508000000000008,3.05915020879982,3.05915020879982,3.05915020879982,0,0,NaN,NaN
8.96,106.830276778314,-84.4482924813157,-322.785965817345,13.5481969958482,-12.3095414663419,-46.7829917900775,0,0,0,0,0,0,50.421679760263,50.421679760263,50.421679760263,6.81226247386286,6.81226247386286,6.81226247386286,0.508017716226519,0.508017716226519,0.508017716226519,3.05928096127178,3.05928096127178,3.05928096127178,0,0,NaN,NaN
8.98,107.101242454403,-84.6944736309566,-323.723258014184,13.5483706131131,-12.3085734977408,-46.9462278938832,0,0,0,0,0,0,50.5485354177549,50.5485354177549,50.5485354177549,6.81913275571023,6.81913275571023,6.81913275571023,0.508035431835229,0.508035431835229,0.508035431835229,3.05941170815566,3.05941170815566,3.05941170815566,0,0,NaN,NaN
9,107.37224962675,-84.9406424679085,-324.663800881847,13.5523466215563,-12.3083101974514,-47.1080588723898,0,0,0,0,0,0,50.6755209802526,50.6755209802526,50.6755209802526,6.82601124669452,6.82601124669452,6.82601124669452,0.508053146826204,0.508053146826204,0.508053146826204,3.0595424494522,3.0595424494522,3.0595424494522,0,0,NaN,NaN
9.02,107.643318546562,-85.1868049916317,-325.607576818783,13.5545453596519,-12.3079421748695,-47.2695348212057,0,0,0,0,0,0,50.8026365722894,50.8026365722894,50.8026365722894,6.83289792307774,6.83289792307774,6.83289792307774,0.508070861199506,0.508070861199506,0.508070861199506,3.0596731851621,3.0596731851621,3.0596731851621,0,0,NaN,NaN
9.04,107.914459111138,-85.4329649685894,-326.554594095262,13.5595110979557,-12.3080555209081,-47.4321928267276,0,0,0,0,0,0,50.9298823185926,50.9298823185926,50.9298823185926,6.83979276118803,6.83979276118803,6.83979276118803,0.508088574955202,0.508088574955202,0.508088574955202,3.05980391528607,3.05980391528607,3.05980391528607,0,0,NaN,NaN
9.06,108.185664439044,-85.6791226465396,-327.504834364079,13.5610216926215,-12.3077122741123,-47.591834054947,0,0,0,0,0,0,51.0572583440782,51.0572583440782,51.0572583440782,6.84669573741963,6.84669573741963,6.84669573741963,0.508106288093356,0.508106288093356,0.508106288093356,3.05993463982484,3.05993463982484,3.05993463982484,0,0,NaN,NaN
9.08,108.456897731028,-85.9252887253583,-328.458294809189,13.5623075058196,-12.3088956077492,-47.7542104560034,0,0,0,0,0,0,51.1847647738453,51.1847647738453,51.1847647738453,6.85360682823286,6.85360682823286,6.85360682823286,0.508124000614031,0.508124000614031,0.508124000614031,3.06006535877912,3.06006535877912,3.06006535877912,0,0,NaN,NaN
9.1,108.72810993378,-86.1714454233871,-329.414993750967,13.5589127693366,-12.3067741951358,-47.9156837218292,0,0,0,0,0,0,51.3124017331709,51.3124017331709,51.3124017331709,6.86052601015404,6.86052601015404,6.86052601015404,0.508141712517294,0.508141712517294,0.508141712517294,3.06019607214962,3.06019607214962,3.06019607214962,0,0,NaN,NaN
9.12,108.999238273144,-86.4174718722942,-330.374960870742,13.5539211670311,-12.2958706955721,-48.0810282556985,0,0,0,0,0,0,51.440169347505,51.440169347505,51.440169347505,6.86745325977543,6.86745325977543,6.86745325977543,0.508159423803208,0.508159423803208,0.508159423803208,3.06032677993706,3.06032677993706,3.06032677993706,0,0,NaN,NaN
9.14,109.27020371393,-86.6632052644889,-331.338145351332,13.5426229116474,-12.2774685238944,-48.237419803282,0,0,0,0,0,0,51.5680677424649,51.5680677424649,51.5680677424649,6.87438855375517,6.87438855375517,6.87438855375517,0.508177134471838,0.508177134471838,0.508177134471838,3.06045748214216,3.06045748214216,3.06045748214216,0,0,NaN,NaN
9.16,109.540861762974,-86.9085477264579,-332.304428741591,13.5231819927413,-12.2567776730054,-48.3909192225616,0,0,0,0,0,0,51.6960970438306,51.6960970438306,51.6960970438306,6.88133186881727,6.88133186881727,6.88133186881727,0.508194844523248,0.508194844523248,0.508194844523248,3.06058817876564,3.06058817876564,3.06058817876564,0,0,NaN,NaN
9.18,109.81120948343,-87.1536514990082,-333.273755891439,13.511590052815,-12.2535995820251,-48.5417957622946,0,0,0,0,0,0,51.8242573775395,51.8242573775395,51.8242573775395,6.88828318175147,6.88828318175147,6.88828318175147,0.508212553957503,0.508212553957503,0.508212553957503,3.0607188698082,3.0607188698082,3.0607188698082,0,0,NaN,NaN
9.2,110.0813364746,-87.3985690475224,-334.246091426181,13.5011090642318,-12.2381552693966,-48.6917577118824,0,0,0,0,0,0,51.9525488696816,51.9525488696816,51.9525488696816,6.89524246941325,6.89524246941325,6.89524246941325,0.508230262774668,0.508230262774668,0.508230262774668,3.06084955527056,3.06084955527056,3.06084955527056,0,0,NaN,NaN
9.22,110.351364346656,-87.6432864890543,-335.221508815376,13.5016781413749,-12.2335888837951,-48.8499812076272,0,0,0,0,0,0,52.0809716464946,52.0809716464946,52.0809716464946,6.90220970872373,6.90220970872373,6.90220970872373,0.508247970974807,0.508247970974807,0.508247970974807,3.06098023515343,3.06098023515343,3.06098023515343,0,0,NaN,NaN
9.24,110.62133283493,-87.8878509682068,-336.200086297762,13.4951706860226,-12.222859031456,-49.007767031022,0,0,0,0,0,0,52.2095258343589,52.2095258343589,52.2095258343589,6.90918487666961,6.90918487666961,6.90918487666961,0.508265678557984,0.508265678557984,0.508265678557984,3.06111090945754,3.06111090945754,3.06111090945754,0,0,NaN,NaN
9.26,110.891159253104,-88.1322807531856,-337.181702249592,13.4874711313929,-12.2201194664249,-49.1538281519602,0,0,0,0,0,0,52.3382115597932,52.3382115597932,52.3382115597932,6.91616795030312,6.91616795030312,6.91616795030312,0.508283385524265,0.508283385524265,0.508283385524265,3.06124157818359,3.06124157818359,3.06124157818359,0,0,NaN,NaN
9.28,111.160868868376,-88.3766336287947,-338.166278165515,13.4834903957599,-12.2151680944827,-49.3037634403068,0,0,0,0,0,0,52.4670289494493,52.4670289494493,52.4670289494493,6.92315890674193,6.92315890674193,6.92315890674193,0.508301091873713,0.508301091873713,0.508301091873713,3.0613722413323,3.0613722413323,3.0613722413323,0,0,NaN,NaN
9.3,111.430474995945,-88.6208823537189,-339.153778379543,13.4771223611611,-12.2097043979364,-49.4462579624994,0,0,0,0,0,0,52.595978130108,52.595978130108,52.595978130108,6.93015772316908,6.93015772316908,6.93015772316908,0.508318797606392,0.508318797606392,0.508318797606392,3.06150289890439,3.06150289890439,3.06150289890439,0,0,NaN,NaN
9.32,111.69998835588,-88.8649963103958,-340.144062868411,13.4742136323567,-12.2016912697475,-49.582190924339,0,0,0,0,0,0,52.7250592286742,52.7250592286742,52.7250592286742,6.93716437683295,6.93716437683295,6.93716437683295,0.508336502722368,0.508336502722368,0.508336502722368,3.06163355090056,3.06163355090056,3.06163355090056,0,0,NaN,NaN
9.34,111.969353742413,-89.1089543377783,-341.137086293279,13.4623250209178,-12.1941114685066,-49.7201515624265,0,0,0,0,0,0,52.8542723721724,52.8542723721724,52.8542723721724,6.94417884504713,6.94417884504713,6.94417884504713,0.508354207221705,0.508354207221705,0.508354207221705,3.06176419732153,3.06176419732153,3.06176419732153,0,0,NaN,NaN
9.36,112.236859961486,-89.3534270104282,-342.132489773814,13.2882968863351,-12.2531557964826,-49.82019649113,0,0,0,0,0,0,52.9836176877424,52.9836176877424,52.9836176877424,6.95120110519039,6.95120110519039,6.95120110519039,0.508371911104467,0.508371911104467,0.508371911104467,3.06189483816802,3.06189483816802,3.06189483816802,0,0,NaN,NaN
9.38,112.503617718282,-89.5971777496259,-343.130325368282,13.3874787932765,-12.1219181232888,-49.9633629556611,0,0,0,0,0,0,53.1130953026345,53.1130953026345,53.1130953026345,6.95823113470659,6.95823113470659,6.95823113470659,0.508389614370719,0.508389614370719,0.508389614370719,3.06202547344074,3.06202547344074,3.06202547344074,0,0,NaN,NaN
9.4,112.770936654887,-89.8398429694341,-344.130369693089,13.3444148672148,-12.1446038575293,-50.0410695250145,0,0,0,0,0,0,53.242705344206,53.242705344206,53.242705344206,6.96526891110459,6.96526891110459,6.96526891110459,0.508407317020525,0.508407317020525,0.508407317020525,3.06215610314039,3.06215610314039,3.06215610314039,0,0,NaN,NaN
9.42,113.037514178979,-90.0827167466244,-345.132350648022,13.3133375420195,-12.1427738615003,-50.1570259682892,0,0,0,0,0,0,53.3724479399158,53.3724479399158,53.3724479399158,6.97231441195821,6.97231441195821,6.97231441195821,0.508425019053949,0.508425019053949,0.508425019053949,3.06228672726771,3.06228672726771,3.06228672726771,0,0,NaN,NaN
9.44,113.303972618198,-90.3253841075362,-346.136512988399,13.3325063799091,-12.1239622296821,-50.259208069345,0,0,0,0,0,0,53.5023232173211,53.5023232173211,53.5023232173211,6.9793676149061,6.9793676149061,6.9793676149061,0.508442720471056,0.508442720471056,0.508442720471056,3.06241734582339,3.06241734582339,3.06241734582339,0,0,NaN,NaN
9.46,113.570791464616,-90.5676230664704,-347.142439205303,13.3493782618538,-12.0999336637367,-50.3334136211207,0,0,0,0,0,0,53.6323313040727,53.6323313040727,53.6323313040727,6.98642849765172,6.98642849765172,6.98642849765172,0.50846042127191,0.50846042127191,0.50846042127191,3.06254795880815,3.06254795880815,3.06254795880815,0,0,NaN,NaN
9.48,113.837669198049,-90.8094032189718,-348.149666313336,13.3383950814179,-12.0780815863992,-50.3892971821725,0,0,0,0,0,0,53.762472327911,53.762472327911,53.762472327911,6.9934970379632,6.9934970379632,6.9934970379632,0.508478121456576,0.508478121456576,0.508478121456576,3.0626785662227,3.0626785662227,3.0626785662227,0,0,NaN,NaN
9.5,114.096713379228,-91.0685028220015,-349.148516113761,12.5660230365339,-13.8318787165785,-49.4956828602877,0,0,0,0,0,0,53.8927464166621,53.8927464166621,53.8927464166621,7.0005732136733,7.0005732136733,7.0005732136733,0.508495821025118,0.508495821025118,0.508495821025118,3.06280916806777,3.06280916806777,3.06280916806777,0,0,NaN,NaN
9.52,114.354296291731,-91.3507395546199,-350.136122607942,13.1922682137855,-14.3917945452565,-49.2649665578515,0,0,0,0,0,0,54.0231536982335,54.0231536982335,54.0231536982335,7.00765700267929,7.00765700267929,7.00765700267929,0.5085135199776,0.5085135199776,0.5085135199776,3.06293976434405,3.06293976434405,3.06293976434405,0,0,NaN,NaN
9.54,114.618723855326,-91.6362855368575,-351.124270863307,13.2504881457214,-14.1628036785022,-49.5498589786111,0,0,0,0,0,0,54.1536943006105,54.1536943006105,54.1536943006105,7.0147483829429,7.0147483829429,7.0147483829429,0.508531218314086,0.508531218314086,0.508531218314086,3.06307035505226,3.06307035505226,3.06307035505226,0,0,NaN,NaN
9.56,114.88655712309,-91.9215796772446,-352.116027391383,13.532838630651,-14.366610360216,-49.6257938290094,0,0,0,0,0,0,54.2843683518517,54.2843683518517,54.2843683518517,7.02184733249022,7.02184733249022,7.02184733249022,0.508548916034641,0.508548916034641,0.508548916034641,3.06320094019311,3.06320094019311,3.06320094019311,0,0,NaN,NaN
9.58,115.156698128377,-92.2112618063152,-353.111517943915,13.4812618980049,-14.6016025468372,-49.9232614242136,0,0,0,0,0,0,54.4151759800858,54.4151759800858,54.4151759800858,7.02895382941161,7.02895382941161,7.02895382941161,0.50856661313933,0.50856661313933,0.50856661313933,3.06333151976732,3.06333151976732,3.06333151976732,0,0,NaN,NaN
9.6,115.427182647064,-92.5043489211565,-354.113240807475,13.567189970757,-14.7071089372944,-50.2490249317409,0,0,0,0,0,0,54.5461173135073,54.5461173135073,54.5461173135073,7.03606785186158,7.03606785186158,7.03606785186158,0.508584309628216,0.508584309628216,0.508584309628216,3.0634620937756,3.0634620937756,3.0634620937756,0,0,NaN,NaN
9.62,115.694084280289,-92.8021838086756,-355.118679852996,13.122973351709,-15.076379814618,-50.2948796203848,0,0,0,0,0,0,54.6771924803731,54.6771924803731,54.6771924803731,7.04318937805878,7.04318937805878,7.04318937805878,0.508602005501363,0.508602005501363,0.508602005501363,3.06359266221865,3.06359266221865,3.06359266221865,0,0,NaN,NaN
9.64,115.957249306449,-93.1016520027912,-356.125667851824,13.193529264308,-14.870439596944,-50.4039202623966,0,0,0,0,0,0,54.8084016089986,54.8084016089986,54.8084016089986,7.05031838628583,7.05031838628583,7.05031838628583,0.508619700758837,0.508619700758837,0.508619700758837,3.0637232250972,3.0637232250972,3.0637232250972,0,0,NaN,NaN
9.66,116.221407514348,-93.3970663593102,-357.135258913146,13.2222915255956,-14.6709960549516,-50.5551858697758,0,0,0,0,0,0,54.9397448277537,54.9397448277537,54.9397448277537,7.05745485488927,7.05745485488927,7.05745485488927,0.508637395400701,0.508637395400701,0.508637395400701,3.06385378241194,3.06385378241194,3.06385378241194,0,0,NaN,NaN
9.68,116.486627319988,-93.6900675366183,-358.148632792014,13.2996890383574,-14.6291216758571,-50.7822020170822,0,0,0,0,0,0,55.07122226506,55.07122226506,55.07122226506,7.06459876227943,7.06459876227943,7.06459876227943,0.508655089427019,0.508655089427019,0.508655089427019,3.0639843341636,3.0639843341636,3.0639843341636,0,0,NaN,NaN
9.7,116.753516793557,-93.9820454861864,-359.166381129129,13.3892583186196,-14.568673280953,-50.9926316943764,0,0,0,0,0,0,55.2028340493863,55.2028340493863,55.2028340493863,7.0717500869304,7.0717500869304,7.0717500869304,0.508672782837856,0.508672782837856,0.508672782837856,3.06411488035288,3.06411488035288,3.06411488035288,0,0,NaN,NaN
9.72,117.021330903035,-94.2730677562181,-360.188471748548,13.3921526291589,-14.5335537222164,-51.216430247588,0,0,0,0,0,0,55.3345803092459,55.3345803092459,55.3345803092459,7.07890880737985,7.07890880737985,7.07890880737985,0.508690475633276,0.508690475633276,0.508690475633276,3.0642454209805,3.0642454209805,3.0642454209805,0,0,NaN,NaN
9.74,117.288570493148,-94.5638911568462,-361.215152733138,13.3318063821225,-14.548786340598,-51.4516682114223,0,0,0,0,0,0,55.4664611731925,55.4664611731925,55.4664611731925,7.08607490222902,7.08607490222902,7.08607490222902,0.508708167813343,0.508708167813343,0.508708167813343,3.06437595604716,3.06437595604716,3.06437595604716,0,0,NaN,NaN
9.76,117.554610159019,-94.8548813433272,-362.246476679087,13.272160205003,-14.5502323074936,-51.6807263834041,0,0,0,0,0,0,55.598476769817,55.598476769817,55.598476769817,7.09324835014255,7.09324835014255,7.09324835014255,0.508725859378122,0.508725859378122,0.508725859378122,3.06450648555358,3.06450648555358,3.06450648555358,0,0,NaN,NaN
9.78,117.819644681,-95.1460185472943,-363.282490505458,13.2312919931101,-14.5634880892226,-51.9206562537365,0,0,0,0,0,0,55.7306272277442,55.7306272277442,55.7306272277442,7.10042912984842,7.10042912984842,7.10042912984842,0.508743550327676,0.508743550327676,0.508743550327676,3.06463700950047,3.06463700950047,3.06463700950047,0,0,NaN,NaN
9.8,118.097428542653,-95.3879620813062,-364.326494123103,14.5470941721066,-9.63086531196391,-52.4797055107466,0,0,0,0,0,0,55.8629126756293,55.8629126756293,55.8629126756293,7.10761722013785,7.10761722013785,7.10761722013785,0.50876124066207,0.50876124066207,0.50876124066207,3.06476752788853,3.06476752788853,3.06476752788853,0,0,NaN,NaN
9.82,118.351614643819,-95.6142190389733,-365.391264713377,10.8715159445815,-12.9948304547437,-53.9973535166504,0,0,0,0,0,0,55.9953332421547,55.9953332421547,55.9953332421547,7.11481259986516,7.11481259986516,7.11481259986516,0.508778930381368,0.508778930381368,0.508778930381368,3.06489804071848,3.06489804071848,3.06489804071848,0,0,NaN,NaN
9.84,118.572940582164,-95.8700819848353,-366.471782532832,11.2610778898719,-12.5914641314586,-54.0544284288476,0,0,0,0,0,0,56.1278890560265,56.1278890560265,56.1278890560265,7.12201524794774,7.12201524794774,7.12201524794774,0.508796619485634,0.508796619485634,0.508796619485634,3.06502854799102,3.06502854799102,3.06502854799102,0,0,NaN,NaN
9.86,118.804750848165,-96.1187856134357,-367.554662284653,11.9199487102595,-12.2788987285871,-54.233546753294,0,0,0,0,0,0,56.2605802459718,56.2605802459718,56.2605802459718,7.12922514336587,7.12922514336587,7.12922514336587,0.508814307974932,0.508814307974932,0.508814307974932,3.06515904970688,3.06515904970688,3.06515904970688,0,0,NaN,NaN
9.88,119.045859637464,-96.3507749070644,-368.639756402102,12.1909302196117,-10.9200306342837,-54.2758649916131,0,0,0,0,0,0,56.3934069407348,56.3934069407348,56.3934069407348,7.13644226516267,7.13644226516267,7.13644226516267,0.508831995849326,0.508831995849326,0.508831995849326,3.06528954586675,3.06528954586675,3.06528954586675,0,0,NaN,NaN
9.9,119.286942371765,-96.5741456325839,-369.722141267422,11.9173432105041,-11.4170419176594,-53.9626215403593,0,0,0,0,0,0,56.5263692690745,56.5263692690745,56.5263692690745,7.14366659244397,7.14366659244397,7.14366659244397,0.508849683108881,0.508849683108881,0.508849683108881,3.06542003647134,3.06542003647134,3.06542003647134,0,0,NaN,NaN
9.92,119.524970235622,-96.8058799466919,-370.802471595585,11.8854431751342,-11.7563894931467,-54.0704112759096,0,0,0,0,0,0,56.6594673597608,56.6594673597608,56.6594673597608,7.15089810437822,7.15089810437822,7.15089810437822,0.508867369753661,0.508867369753661,0.508867369753661,3.06555052152137,3.06555052152137,3.06555052152137,0,0,NaN,NaN
9.94,119.763370503672,-97.0416593360245,-371.884688664344,11.9545836298908,-11.8215494401091,-54.1512956000531,0,0,0,0,0,0,56.7927013415718,56.7927013415718,56.7927013415718,7.15813678019637,7.15813678019637,7.15813678019637,0.508885055783729,0.508885055783729,0.508885055783729,3.06568100101755,3.06568100101755,3.06568100101755,0,0,NaN,NaN
9.96,120.002905228536,-97.2775142954385,-372.967804492168,11.9988888565574,-11.7639465012862,-54.1602871822506,0,0,0,0,0,0,56.9260713432911,56.9260713432911,56.9260713432911,7.16538259919176,7.16538259919176,7.16538259919176,0.50890274119915,0.50890274119915,0.50890274119915,3.06581147496058,3.06581147496058,3.06581147496058,0,0,NaN,NaN
